Key-[0] | Value-[0]
Key-[6761] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1286]
Key-[6762] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1287]
Key-[6763] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1288]
Key-[6764] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1289]
Key-[6765] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase129]
Key-[6766] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1290]
Key-[6767] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1291]
Key-[6768] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1292]
Key-[6769] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1293]
Key-[6770] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1294]
Key-[6771] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1295]
Key-[6772] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1296]
Key-[6773] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1297]
Key-[6774] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1298]
Key-[6775] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1299]
Key-[6776] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase13]
Key-[6777] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase130]
Key-[6778] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1300]
Key-[6779] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1301]
Key-[6780] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1302]
Key-[6781] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1303]
Key-[6782] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1304]
Key-[6783] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1305]
Key-[6784] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1306]
Key-[6785] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1307]
Key-[6786] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1308]
Key-[6787] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1309]
Key-[6788] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase131]
Key-[6789] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1310]
Key-[6790] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1311]
Key-[6791] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1312]
Key-[6792] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1313]
Key-[6793] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1314]
Key-[6794] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1315]
Key-[6795] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1316]
Key-[6796] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1317]
Key-[6797] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1318]
Key-[6798] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1319]
Key-[6799] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase132]
Key-[6800] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1320]
Key-[6801] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1321]
Key-[6802] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1322]
Key-[6803] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1323]
Key-[6804] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1324]
Key-[6805] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1325]
Key-[6806] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1326]
Key-[6807] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1327]
Key-[6808] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1328]
Key-[6809] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1329]
Key-[6810] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase133]
Key-[6811] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1330]
Key-[6812] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1331]
Key-[6813] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1332]
Key-[6814] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1333]
Key-[6815] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1334]
Key-[6816] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1335]
Key-[6817] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1336]
Key-[6818] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1337]
Key-[6819] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1338]
Key-[6820] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1339]
Key-[6821] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase134]
Key-[6822] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1340]
Key-[6823] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1341]
Key-[6824] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1342]
Key-[6825] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1343]
Key-[6826] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1344]
Key-[6827] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1345]
Key-[6828] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1346]
Key-[6829] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1347]
Key-[6830] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1348]
Key-[6831] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1349]
Key-[6832] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase135]
Key-[6833] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1350]
Key-[6834] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1351]
Key-[6835] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1352]
Key-[6836] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1353]
Key-[6837] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1354]
Key-[6838] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1355]
Key-[6839] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1356]
Key-[6840] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1357]
Key-[6841] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1358]
Key-[6842] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1359]
Key-[6843] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase136]
Key-[6844] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1360]
Key-[6845] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1361]
Key-[6846] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1362]
Key-[6847] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1363]
Key-[6848] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1364]
Key-[6849] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1365]
Key-[6850] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1366]
Key-[6851] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1367]
Key-[6852] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1368]
Key-[6853] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1369]
Key-[6854] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase137]
Key-[6855] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1370]
Key-[6856] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1371]
Key-[6857] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1372]
Key-[6858] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1373]
Key-[6859] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1374]
Key-[6860] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1375]
Key-[6861] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1376]
Key-[6862] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1377]
Key-[6863] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1378]
Key-[6864] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1379]
Key-[6865] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase138]
Key-[6866] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1380]
Key-[6867] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1381]
Key-[6868] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1382]
Key-[6869] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1383]
Key-[6870] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1384]
Key-[6871] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1385]
Key-[6872] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1386]
Key-[6873] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1387]
Key-[6874] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1388]
Key-[6875] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1389]
Key-[6876] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase139]
Key-[6877] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1390]
Key-[6878] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1391]
Key-[6879] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1392]
Key-[6880] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1393]
Key-[6881] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1394]
Key-[6882] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1395]
Key-[6883] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1396]
Key-[6884] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1397]
Key-[6885] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1398]
Key-[6886] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1399]
Key-[6887] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase14]
Key-[6888] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase140]
Key-[6889] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1400]
Key-[6890] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1401]
Key-[6891] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1402]
Key-[6892] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1403]
Key-[6893] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1404]
Key-[6894] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1405]
Key-[6895] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1406]
Key-[6896] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1407]
Key-[6897] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1408]
Key-[6898] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1409]
Key-[6899] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase141]
Key-[6900] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1410]
Key-[6901] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1411]
Key-[6902] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1412]
Key-[6903] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1413]
Key-[6904] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1414]
Key-[6905] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1415]
Key-[6906] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1416]
Key-[6907] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1417]
Key-[6908] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1418]
Key-[6909] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1419]
Key-[6910] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase142]
Key-[6911] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1420]
Key-[6912] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1421]
Key-[6913] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1422]
Key-[6914] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1423]
Key-[6915] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1424]
Key-[6916] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1425]
Key-[6917] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1426]
Key-[6918] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1427]
Key-[6919] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1428]
Key-[6920] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1429]
Key-[6921] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase143]
Key-[6922] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1430]
Key-[6923] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1431]
Key-[6924] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1432]
Key-[6925] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1433]
Key-[6926] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1434]
Key-[6927] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1435]
Key-[6928] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1436]
Key-[6929] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1437]
Key-[6930] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1438]
Key-[6931] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1439]
Key-[6932] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase144]
Key-[6933] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1440]
Key-[6934] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1441]
Key-[6935] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1442]
Key-[6936] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1443]
Key-[6937] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1444]
Key-[6938] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1445]
Key-[6939] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1446]
Key-[6940] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1447]
Key-[6941] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1448]
Key-[6942] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1449]
Key-[6943] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase145]
Key-[6944] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1450]
Key-[6945] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1451]
Key-[6946] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1452]
Key-[6947] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1453]
Key-[6948] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1454]
Key-[6949] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1455]
Key-[6950] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1456]
Key-[6951] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1457]
Key-[6952] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1458]
Key-[6953] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1459]
Key-[6954] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase146]
Key-[6955] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1460]
Key-[6956] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1461]
Key-[6957] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1462]
Key-[6958] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1463]
Key-[6959] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1464]
Key-[6960] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1465]
Key-[6961] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1466]
Key-[6962] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1467]
Key-[6963] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1468]
Key-[6964] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1469]
Key-[6965] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase147]
Key-[6966] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1470]
Key-[6967] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1471]
Key-[6968] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1472]
Key-[6969] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1473]
Key-[6970] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1474]
Key-[6971] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1475]
Key-[6972] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1476]
Key-[6973] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1477]
Key-[6974] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1478]
Key-[6975] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1479]
Key-[6976] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase148]
Key-[6977] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1480]
Key-[6978] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1481]
Key-[6979] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1482]
Key-[6980] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1483]
Key-[6981] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1484]
Key-[6982] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1485]
Key-[6983] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1486]
Key-[6984] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1487]
Key-[6985] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1488]
Key-[6986] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1489]
Key-[6987] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase149]
Key-[6988] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1490]
Key-[6989] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1491]
Key-[6990] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1492]
Key-[6991] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1493]
Key-[6992] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1494]
Key-[6993] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1495]
Key-[6994] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1496]
Key-[6995] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1497]
Key-[6996] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1498]
Key-[6997] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase1499]
Key-[6998] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase15]
Key-[6999] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase150]
Key-[7000] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase151]
Key-[7001] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase152]
Key-[7002] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase153]
Key-[7003] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase154]
Key-[7004] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase155]
Key-[7005] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase156]
Key-[7006] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase157]
Key-[7007] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase158]
Key-[7008] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase159]
Key-[7009] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase16]
Key-[7010] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase160]
Key-[7011] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase161]
Key-[7012] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase162]
Key-[7013] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase163]
Key-[7014] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase164]
Key-[7015] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase165]
Key-[7016] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase166]
Key-[7017] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase167]
Key-[7018] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase168]
Key-[7019] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase169]
Key-[7020] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase17]
Key-[7021] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase170]
Key-[7022] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase171]
Key-[7023] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase172]
Key-[7024] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase173]
Key-[7025] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase174]
Key-[7026] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase175]
Key-[7027] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase176]
Key-[7028] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase177]
Key-[7029] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase178]
Key-[7030] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase179]
Key-[7031] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase18]
Key-[7032] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase180]
Key-[7033] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase181]
Key-[7034] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase182]
Key-[7035] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase183]
Key-[7036] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase184]
Key-[7037] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase185]
Key-[7038] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase186]
Key-[7039] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase187]
Key-[7040] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase188]
Key-[7041] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase189]
Key-[7042] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase19]
Key-[7043] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase190]
Key-[7044] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase191]
Key-[7045] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase192]
Key-[7046] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase193]
Key-[7047] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase194]
Key-[7048] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase195]
Key-[7049] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase196]
Key-[7050] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase197]
Key-[7051] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase198]
Key-[7052] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase199]
Key-[7053] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase2]
Key-[7054] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase20]
Key-[7055] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase200]
Key-[7056] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase201]
Key-[7057] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase202]
Key-[7058] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase203]
Key-[7059] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase204]
Key-[7060] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase205]
Key-[7061] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase206]
Key-[7062] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase207]
Key-[7063] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase208]
Key-[7064] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase209]
Key-[7065] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase21]
Key-[7066] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase210]
Key-[7067] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase211]
Key-[7068] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase212]
Key-[7069] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase213]
Key-[7070] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase214]
Key-[7071] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase215]
Key-[7072] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase216]
Key-[7073] | Value-[http://db.uwaterloo.ca/~galuc/wsdbm/Purchase217]
