Key-[0] | Value-[0]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer681] | Value-[5923]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer682] | Value-[5924]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer683] | Value-[5925]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer684] | Value-[5926]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer685] | Value-[5927]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer686] | Value-[5928]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer687] | Value-[5929]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer688] | Value-[5930]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer689] | Value-[5931]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer69] | Value-[5932]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer690] | Value-[5933]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer691] | Value-[5934]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer692] | Value-[5935]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer693] | Value-[5936]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer694] | Value-[5937]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer695] | Value-[5938]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer696] | Value-[5939]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer697] | Value-[5940]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer698] | Value-[5941]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer699] | Value-[5942]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer7] | Value-[5943]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer70] | Value-[5944]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer700] | Value-[5945]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer701] | Value-[5946]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer702] | Value-[5947]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer703] | Value-[5948]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer704] | Value-[5949]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer705] | Value-[5950]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer706] | Value-[5951]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer707] | Value-[5952]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer708] | Value-[5953]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer709] | Value-[5954]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer71] | Value-[5955]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer710] | Value-[5956]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer711] | Value-[5957]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer712] | Value-[5958]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer713] | Value-[5959]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer714] | Value-[5960]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer715] | Value-[5961]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer716] | Value-[5962]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer717] | Value-[5963]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer718] | Value-[5964]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer719] | Value-[5965]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer72] | Value-[5966]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer720] | Value-[5967]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer721] | Value-[5968]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer722] | Value-[5969]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer723] | Value-[5970]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer724] | Value-[5971]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer725] | Value-[5972]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer726] | Value-[5973]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer727] | Value-[5974]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer728] | Value-[5975]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer729] | Value-[5976]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer73] | Value-[5977]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer730] | Value-[5978]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer731] | Value-[5979]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer732] | Value-[5980]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer733] | Value-[5981]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer734] | Value-[5982]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer735] | Value-[5983]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer736] | Value-[5984]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer737] | Value-[5985]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer738] | Value-[5986]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer739] | Value-[5987]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer74] | Value-[5988]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer740] | Value-[5989]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer741] | Value-[5990]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer742] | Value-[5991]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer743] | Value-[5992]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer744] | Value-[5993]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer745] | Value-[5994]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer746] | Value-[5995]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer747] | Value-[5996]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer748] | Value-[5997]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer749] | Value-[5998]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer75] | Value-[5999]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer750] | Value-[6000]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer751] | Value-[6001]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer752] | Value-[6002]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer753] | Value-[6003]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer754] | Value-[6004]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer755] | Value-[6005]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer756] | Value-[6006]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer757] | Value-[6007]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer758] | Value-[6008]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer759] | Value-[6009]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer76] | Value-[6010]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer760] | Value-[6011]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer761] | Value-[6012]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer762] | Value-[6013]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer763] | Value-[6014]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer764] | Value-[6015]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer765] | Value-[6016]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer766] | Value-[6017]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer767] | Value-[6018]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer768] | Value-[6019]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer769] | Value-[6020]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer77] | Value-[6021]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer770] | Value-[6022]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer771] | Value-[6023]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer772] | Value-[6024]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer773] | Value-[6025]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer774] | Value-[6026]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer775] | Value-[6027]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer776] | Value-[6028]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer777] | Value-[6029]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer778] | Value-[6030]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer779] | Value-[6031]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer78] | Value-[6032]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer780] | Value-[6033]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer781] | Value-[6034]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer782] | Value-[6035]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer783] | Value-[6036]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer784] | Value-[6037]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer785] | Value-[6038]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer786] | Value-[6039]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer787] | Value-[6040]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer788] | Value-[6041]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer789] | Value-[6042]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer79] | Value-[6043]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer790] | Value-[6044]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer791] | Value-[6045]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer792] | Value-[6046]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer793] | Value-[6047]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer794] | Value-[6048]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer795] | Value-[6049]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer796] | Value-[6050]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer797] | Value-[6051]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer798] | Value-[6052]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer799] | Value-[6053]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer8] | Value-[6054]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer80] | Value-[6055]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer800] | Value-[6056]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer801] | Value-[6057]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer802] | Value-[6058]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer803] | Value-[6059]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer804] | Value-[6060]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer805] | Value-[6061]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer806] | Value-[6062]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer807] | Value-[6063]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer808] | Value-[6064]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer809] | Value-[6065]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer81] | Value-[6066]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer810] | Value-[6067]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer811] | Value-[6068]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer812] | Value-[6069]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer813] | Value-[6070]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer814] | Value-[6071]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer815] | Value-[6072]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer816] | Value-[6073]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer817] | Value-[6074]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer818] | Value-[6075]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer819] | Value-[6076]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer82] | Value-[6077]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer820] | Value-[6078]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer821] | Value-[6079]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer822] | Value-[6080]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer823] | Value-[6081]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer824] | Value-[6082]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer825] | Value-[6083]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer826] | Value-[6084]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer827] | Value-[6085]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer828] | Value-[6086]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer829] | Value-[6087]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer83] | Value-[6088]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer830] | Value-[6089]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer831] | Value-[6090]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer832] | Value-[6091]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer833] | Value-[6092]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer834] | Value-[6093]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer835] | Value-[6094]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer836] | Value-[6095]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer837] | Value-[6096]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer838] | Value-[6097]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer839] | Value-[6098]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer84] | Value-[6099]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer840] | Value-[6100]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer841] | Value-[6101]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer842] | Value-[6102]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer843] | Value-[6103]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer844] | Value-[6104]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer845] | Value-[6105]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer846] | Value-[6106]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer847] | Value-[6107]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer848] | Value-[6108]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer849] | Value-[6109]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer85] | Value-[6110]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer850] | Value-[6111]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer851] | Value-[6112]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer852] | Value-[6113]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer853] | Value-[6114]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer854] | Value-[6115]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer855] | Value-[6116]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer856] | Value-[6117]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer857] | Value-[6118]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer858] | Value-[6119]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer859] | Value-[6120]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer86] | Value-[6121]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer860] | Value-[6122]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer861] | Value-[6123]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer862] | Value-[6124]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer863] | Value-[6125]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer864] | Value-[6126]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer865] | Value-[6127]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer866] | Value-[6128]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer867] | Value-[6129]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer868] | Value-[6130]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer869] | Value-[6131]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer87] | Value-[6132]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer870] | Value-[6133]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer871] | Value-[6134]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer872] | Value-[6135]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer873] | Value-[6136]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer874] | Value-[6137]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer875] | Value-[6138]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer876] | Value-[6139]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer877] | Value-[6140]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer878] | Value-[6141]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer879] | Value-[6142]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer88] | Value-[6143]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer880] | Value-[6144]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer881] | Value-[6145]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer882] | Value-[6146]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer883] | Value-[6147]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer884] | Value-[6148]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer885] | Value-[6149]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer886] | Value-[6150]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer887] | Value-[6151]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer888] | Value-[6152]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer889] | Value-[6153]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer89] | Value-[6154]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer890] | Value-[6155]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer891] | Value-[6156]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer892] | Value-[6157]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer893] | Value-[6158]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer894] | Value-[6159]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer895] | Value-[6160]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer896] | Value-[6161]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer897] | Value-[6162]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer898] | Value-[6163]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer899] | Value-[6164]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer9] | Value-[6165]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer90] | Value-[6166]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer91] | Value-[6167]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer92] | Value-[6168]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer93] | Value-[6169]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer94] | Value-[6170]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer95] | Value-[6171]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer96] | Value-[6172]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer97] | Value-[6173]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer98] | Value-[6174]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Offer99] | Value-[6175]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product0] | Value-[6176]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product1] | Value-[6177]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product10] | Value-[6178]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product100] | Value-[6179]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product101] | Value-[6180]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product102] | Value-[6181]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product103] | Value-[6182]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product104] | Value-[6183]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product105] | Value-[6184]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product106] | Value-[6185]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product107] | Value-[6186]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product108] | Value-[6187]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product109] | Value-[6188]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product11] | Value-[6189]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product110] | Value-[6190]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product111] | Value-[6191]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product112] | Value-[6192]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product113] | Value-[6193]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product114] | Value-[6194]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product115] | Value-[6195]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product116] | Value-[6196]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product117] | Value-[6197]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product118] | Value-[6198]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product119] | Value-[6199]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product12] | Value-[6200]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product120] | Value-[6201]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product121] | Value-[6202]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product122] | Value-[6203]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product123] | Value-[6204]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product124] | Value-[6205]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product125] | Value-[6206]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product126] | Value-[6207]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product127] | Value-[6208]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product128] | Value-[6209]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product129] | Value-[6210]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product13] | Value-[6211]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product130] | Value-[6212]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product131] | Value-[6213]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product132] | Value-[6214]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product133] | Value-[6215]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product134] | Value-[6216]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product135] | Value-[6217]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product136] | Value-[6218]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product137] | Value-[6219]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product138] | Value-[6220]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product139] | Value-[6221]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product14] | Value-[6222]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product140] | Value-[6223]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product141] | Value-[6224]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product142] | Value-[6225]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product143] | Value-[6226]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product144] | Value-[6227]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product145] | Value-[6228]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product146] | Value-[6229]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product147] | Value-[6230]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product148] | Value-[6231]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product149] | Value-[6232]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product15] | Value-[6233]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product150] | Value-[6234]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product151] | Value-[6235]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product152] | Value-[6236]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product153] | Value-[6237]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product154] | Value-[6238]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product155] | Value-[6239]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product156] | Value-[6240]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product157] | Value-[6241]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product158] | Value-[6242]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product159] | Value-[6243]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product16] | Value-[6244]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product160] | Value-[6245]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product161] | Value-[6246]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product162] | Value-[6247]
Key-[http://db.uwaterloo.ca/~galuc/wsdbm/Product163] | Value-[6248]
